Month,Department,Account,Vendor,Description,Budget,Actual,Variance,Variance_%,Notes,ApprovalStatus,RiskFlag,WeightedValue,CAC,ROAS,DaysLate
2025-03,Finance,Supplies,Amazon,Cleaning supplies - Finance,2273.77,2813.58,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-03; supplies recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,Sales,Supplies,Costco Business,Cleaning supplies - Sales,1813.8,1753.9,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",,Missing receipt,Missing data,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-01,IT,Rent,Riverfront Holdings,Warehouse rent - IT,11087.68,54436.41,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-01; rent recorded,Needs review,Outlier,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,HR,Revenue,Northwind Traders,Services rendered - HR,180246.21,209817.89,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; revenue recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,Marketing,Supplies,,Printer ink & paper - Marketing,5264.61,6403.3,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; supplies recorded,Needs review,Missing data,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-05,HR,Contractors,Fiverr,Engineering contractor - HR,35450.67,45780.45,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-05; contractors recorded,Missing receipt,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,IT,Supplies,AMZN Business,Office supplies order - IT,6477,6064.24,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; supplies recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-01,Marketing,Supplies,Amazon,Cleaning supplies - Marketing,5531.43,5849.49,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-01; supplies recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Sales,Contractors,Nimbus Partners,Contractor services - Sales,7620.96,8495.1,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; contractors recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-08,Ops,Utilities,PG&E,Phone service - Ops,3973.99,4003.92,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-08; utilities recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-01,Sales,Rent,Main Street Properties,Warehouse rent - Sales,4533.44,5204.89,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-01; rent recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-06,HR,Contractors,Fiverr,Engineering contractor - HR,35469.41,49093.69,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-06; contractors recorded,Needs review,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,Marketing,Revenue,Soylent Co,Usage-based charges - Marketing,91524.15,95774.68,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-12; revenue recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-12,HR,Travel,United Airlines,Team offsite travel - HR,1555.46,1597.47,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-12; travel recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-09,Sales,Refunds,Acme Retail,Service credit issued - Sales,7956.76,9349.36,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-09; refunds recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
2025-11,Finance,Refunds,Northwind Traders,Service credit issued - Finance,5857.72,5983.1,"=FinanceTable[[#This Row],[Actual]]-FinanceTable[[#This Row],[Budget]]","=IF(FinanceTable[[#This Row],[Budget]]=0,0,FinanceTable[[#This Row],[Variance]]/FinanceTable[[#This Row],[Budget]])",Reviewed 2025-11; refunds recorded,Approved,OK,"=FinanceTable[[#This Row],[Actual]]*IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",0.5,IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",0.7,1))*IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",0.85,IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Missing receipt"",0.75,1))","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(FinanceTable[[#This Row],[Actual]]/(MAX(1,SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Account],""Revenue"")/1000)),""""),"""")","=IF(FinanceTable[[#This Row],[Account]]=""Advertising"",IFERROR(SUMIFS(FinanceTable[Actual],FinanceTable[Month],FinanceTable[[#This Row],[Month]],FinanceTable[Department],FinanceTable[[#This Row],[Department]],FinanceTable[Account],""Revenue"")/FinanceTable[[#This Row],[Actual]],""""),"""")","=IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Approved"",MOD(ROW(),6),IF(FinanceTable[[#This Row],[ApprovalStatus]]=""Needs review"",5+MOD(ROW(),16),15+MOD(ROW(),31)))+IF(FinanceTable[[#This Row],[RiskFlag]]=""Missing data"",10,IF(FinanceTable[[#This Row],[RiskFlag]]=""Outlier"",3,0))"
